This text was added by using code,Progress,Responsible,Notes,Feature Owner,Moderator,Code Collaborator ID,Test Type,Current,Reviewed By,Reviewed,Tested By,Tested,Approved By,Approved
Modules\Search\Search.SL\SearchViews\ReferenceView.xaml.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Search\Search.SL\ViewModels\PagedResultsViewModel.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Search\Search.SL\ViewModels\SavedSearchesViewModel.cs,33,,,stango,erichewi,,,'0f13bd,,,rilehudd,'0f13bd,stango,'0f13bd
Modules\Search\Search.SL\ViewModels\SearchParamsViewModel.cs,33,,,stango,erichewi,,No UT Paperwork,'00277e,,,erichewi,'00277e,stango,'00277e
Modules\Search\Search.SL\ViewModels\SearchResultsViewModel.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Search\Search.SL\ViewModels\SearchViewModel.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Search\Search.SL\Views\ResultsView.xaml,33,,,stango,erichewi,,No UT Paperwork,'968881,,,rilehudd,'968881,erichewi,'968881
Modules\Search\Search.SL\Views\ResultsView.xaml.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Search\Search.SL\Views\SavedSearchesView.xaml,66,,,stango,erichewi,,No UT Paperwork,'6b24fb,,'231f48,erichewi,'6b24fb,stango,'6b24fb
Modules\Search\Search.SL\Views\SavedSearchesView.xaml.cs,33,,,stango,erichewi,,No UT Paperwork,'6b24fb,,,erichewi,'6b24fb,stango,'6b24fb
Modules\Search\Search.SL\Views\SearchParamsView.xaml,33,,Move and using statements only.,stango,erichewi,,None.,'10c627,,,erichewi,'10c627,erichewi,'10c627
Modules\Search\Search.SL\Views\SearchParamsView.xaml.cs,33,,,stango,erichewi,,No UT Paperwork,'00277e,,,erichewi,'00277e,stango,'00277e
Modules\Search\Search.SL\Views\SearchView.xaml,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Search\Search.SL\Views\SearchView.xaml.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Search\Search\AbstractSearchCondition.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Search\Search\Properties\AssemblyInfo.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Search\Search\QuantitySearchCondition.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Search\Search\RelativeQuantitySearchCondition.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Search\Search\Search.cs,33,,,stango,erichewi,,,'9b401e,,,erichewi,'9b401e,stango,'ac404f
Modules\Search\Search\SearchConstants.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Search\Search\SearchResult.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Search\Search\SearchWebService.cs,33,,,stango,erichewi,,,'9b401e,,,erichewi,'9b401e,stango,'9b401e
Modules\Search\Search\TriggerSearchCondition.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Search\Search\WebService.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Search\Search\WebService.tt,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Search\Search\WebServiceDefinition.tt,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\StandardChart\StandardChart.SL\Properties\AppManifest.xml,33,,"Move only, no file content change.",rilehudd,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\StandardChart\StandardChart.SL\Properties\AssemblyInfo.cs,33,,"Move only, no file content change.",rilehudd,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\StandardChart\StandardChart.SL\RegionContentInfo.cs,33,,"Move only, no file content change.",rilehudd,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\StandardChart\StandardChart.SL\Styles\Theme.xaml,33,,Path change only due to files moving.,rilehudd,erichewi,,None.,'cb89d7,,,erichewi,'cb89d7,erichewi,'cb89d7
Modules\StandardChart\StandardChart.SL\ViewModels\ChartViewModel.cs,33,,,rilehudd,erichewi,,No UT Paperwork,'87dcc0,,,rilehudd,'87dcc0,erichewi,'87dcc0
Modules\StandardChart\StandardChart.SL\Views\AssetSelectorView.xaml,33,,,rilehudd,willmorr,,No UT Paperwork,'d3ced2,,,rilehudd,'d3ced2,willmorr,'d3ced2
Modules\StandardChart\StandardChart.SL\Views\AssetSelectorView.xaml.cs,33,,,rilehudd,erichewi,,No UT Paperwork,'ecdd07,,,rilehudd,'ecdd07,erichewi,'ecdd07
Modules\StandardChart\StandardChart.SL\Views\AssetTabView.xaml,33,,"Move only, no file content change.",rilehudd,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\StandardChart\StandardChart.SL\Views\AssetTabView.xaml.cs,33,,"Move only, no file content change.",rilehudd,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\StandardChart\StandardChart.SL\Views\ChartAssetQuantitySelectionView.xaml,33,,,rilehudd,erichewi,,No UT Paperwork,'eec969,,,willmorr,'eec969,erichewi,'eec969
Modules\StandardChart\StandardChart.SL\Views\ChartAssetQuantitySelectionView.xaml.cs,33,,"Move only, no file content change.",rilehudd,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\StandardChart\StandardChart.SL\Views\ChartView.xaml,66,,,rilehudd,rilehudd,,,'a252b1,,'3410ba,erichewi,'a252b1,rilehudd,'a252b1
Modules\StandardChart\StandardChart.SL\Views\ChartView.xaml.cs,66,,,rilehudd,erichewi,,No UT Paperwork,'a252b1,,'d21b5e,willmorr,'a252b1,erichewi,'a252b1
ObfuscationRules.xml,33,,,erichewi,erichewi,,No UT Paperwork,'0b3bba,,,willmorr,'0b3bba,erichewi,'0b3bba
SEL SynchroWAVe Config.xsd,33,,"Approved on previous release, converting to new RecSharp format.",erichewi,stango,,None.,'47008b,,,erichewi,'47008b,erichewi,'47008b
SEL\Common.SL\CatalogService.cs,33,,,erichewi,stango,,No UT Paperwork,'7eee5e,,,stango,'7eee5e,erichewi,'7eee5e
SEL\Common.SL\Collections.Generic\ObservableSortedSet.cs,33,,,erichewi,stango,,Automated,'a046ab,,,erichewi,'a046ab,stango,'a046ab
SEL\Common.SL\Collections.Generic\ObservedLinqSilverlight.cs,33,,,erichewi,willmorr,,New File Full Test,'ca2471,,,erichewi,'ca2471,willmorr,'ca2471
SEL\Common.SL\Collections.Generic\SortedSet.cs,33,,Moved file only.,erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common.SL\ConstructorlessTuple.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common.SL\Help\HelpFiles.cs,66,,,erichewi,erichewi,,No UT Paperwork,'53b8aa,,'e44632,rilehudd,'53b8aa,erichewi,'53b8aa
SEL\Common.SL\IPersistable.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common.SL\Properties\AssemblyInfo.cs,33,,,erichewi,stango,,None,'fe81ee,,,erichewi,'fe81ee,stango,'fe81ee
SEL\Common.SL\Silverlight\ArithmeticConverters.cs,66,,,erichewi,stango,9335,,'0d1275,,'d97a0d,rilehudd,'0d1275,stango,'0d1275
SEL\Common.SL\Silverlight\Behaviors.cs,66,,,erichewi,stango,,No UT Paperwork,'231f48,rilehudd,'231f48,rilehudd,'231f48,stango,'231f48
SEL\Common.SL\Silverlight\Clip.cs,33,,,erichewi,stango,,New File Full Test,'7afce6,,,erichewi,'7afce6,willmorr,'7afce6
SEL\Common.SL\Silverlight\CollapsingGridSplitter.cs,33,,,erichewi,erichewi,,No UT Paperwork,'493c2e,,,dylapowe,'493c2e,erichewi,'493c2e
SEL\Common.SL\Silverlight\Controls\AlwaysSelectedListBox.cs,33,,,erichewi,stango,,,'7fdfd6,,,rilehudd,'7fdfd6,stango,'7fdfd6
SEL\Common.SL\Silverlight\Controls\KeyBlockingComboBox.cs,33,,,erichewi,willmorr,,No UT Paperwork,'85db8f,,,rilehudd,'85db8f,willmorr,'85db8f
SEL\Common.SL\Silverlight\Controls\SELDataGrid.cs,33,,,erichewi,erichewi,,No UT Paperwork,'29114a,,,rilehudd,'29114a,erichewi,'29114a
SEL\Common.SL\Silverlight\Controls\SplashPage.cs,33,,,erichewi,willmorr,,No UT Paperwork,'e48c5a,,,stango,'e48c5a,willmorr,'e48c5a
SEL\Common.SL\Silverlight\Controls\WrappingPanel.cs,66,,,erichewi,willmorr,,No UT Paperwork,'216348,,'2c5659,rilehudd,'216348,willmorr,'216348
SEL\Common.SL\Silverlight\CountedCallback.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common.SL\Silverlight\DialogBox.cs,66,,,erichewi,willmorr,,No UT Paperwork,'ac44c3,,'55b78b,rilehudd,'ac44c3,willmorr,'ac44c3
SEL\Common.SL\Silverlight\Dispatching.cs,33,,,erichewi,stango,,Automated,'9a219a,,,rilehudd,'9a219a,stango,'9a219a
SEL\Common.SL\Silverlight\MiscConverters.cs,66,,,erichewi,willmorr,9335,No UT Paperwork,'89b156,,'8adb16,rilehudd,'89b156,willmorr,'89b156
SEL\Common.SL\Silverlight\MultiBinding\IMultiValueConverter.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common.SL\Silverlight\MultiBinding\MultiBinding.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common.SL\Silverlight\MultiBinding\MultiBindingExpression.cs,66,,,erichewi,stango,,No UT Paperwork,'352740,rilehudd,'352740,rilehudd,'352740,stango,'352740
SEL\Common.SL\Silverlight\MultiBinding\MultiBindingValidationError.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common.SL\Silverlight\MultiClickTrigger.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common.SL\Silverlight\NanConverter.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common.SL\Silverlight\ObservableObject.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common.SL\Silverlight\RegionPartitioner\PersistableRegionGrid.cs,66,,,erichewi,stango,,Printed Changes Only,'15c33d,rilehudd,'15c33d,rilehudd,'15c33d,stango,'15c33d
SEL\Common.SL\Silverlight\RegionPartitioner\Region.xaml,33,,,erichewi,stango,,No UT Paperwork,'eec969,,,willmorr,'eec969,stango,'eec969
SEL\Common.SL\Silverlight\RegionPartitioner\Region.xaml.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common.SL\Silverlight\RegionPartitioner\RegionContent.cs,33,,,erichewi,stango,,No UT Paperwork,'a0a125,,,rilehudd,'a0a125,stango,'a0a125
SEL\Common.SL\Silverlight\RegionPartitioner\RegionGrid.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common.SL\Silverlight\SilverlightUiTest\App.xaml,33,,,erichewi,stango,,No UT Paperwork,'d98321,,,rilehudd,'d98321,stango,'d98321
SEL\Common.SL\Silverlight\SilverlightUiTest\App.xaml.cs,33,,,erichewi,stango,,No UT Paperwork,'d98321,,,rilehudd,'d98321,stango,'d98321
SEL\Common.SL\Silverlight\SilverlightUiTest\DispatchingTest.cs,33,,This is a test and will at a later time be moved into test folder (though not UT land).,erichewi,stango,,No UT Paperwork,'d98321,,,rilehudd,'d98321,test,'d98321
SEL\Common.SL\Silverlight\SilverlightUiTest\Properties\AppManifest.xml,33,,,erichewi,stango,,No UT Paperwork,'d98321,,,rilehudd,'d98321,test,'d98321
SEL\Common.SL\Silverlight\SilverlightUiTest\Properties\AssemblyInfo.cs,33,,Fixed the spelling of Laboratories.,erichewi,stango,,No UT Paperwork,'35bce8,,,rilehudd,'35bce8,test,'35bce8
SEL\Common.SL\Silverlight\Themes\generic.xaml,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common.SL\Silverlight\UIUtilities.cs,33,,,erichewi,erichewi,,No UT Paperwork,'5e21ae,,,rilehudd,'5e21ae,erichewi,'5e21ae
SEL\Common.SL\Silverlight\UniformGrid.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common.SL\Silverlight\ViewModelBase.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common.SL\Silverlight\VisibilityConverters.cs,66,,,erichewi,rilehudd,9335,Printed Changes Only,'d04772,,'98d1fd,willmorr,'d04772,rilehudd,'d04772
SEL\Common.SL\Silverlight\WebClient.cs,33,,,erichewi,stango,,No UT Paperwork,'8e6043,,,stango,'8e6043,willmorr,'8e6043
SEL\Common.SL\Silverlight\Xap.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common.SL\StringExtensions.cs,33,,,erichewi,erichewi,,No UT Paperwork,'38596d,,,willmorr,'38596d,erichewi,'38596d
SEL\Common.SL\Themes\generic.xaml,33,,,erichewi,stango,,No UT Paperwork,'6c2d77,,,rilehudd,'6c2d77,stango,'6c2d77
SEL\Common.SL\UserStoreSerialization.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common.SL\WebServiceExtensions.cs,33,,,erichewi,stango,,No UT Paperwork,'dc9f36,,,rilehudd,'dc9f36,stango,'dc9f36
SEL\Common\BinaryFormatter.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\Collections.Generic\ArrayExtensions.cs,33,,,erichewi,rilehudd,,Automated,'9907b1,,,erichewi,'9907b1,rilehudd,'9907b1
SEL\Common\Collections.Generic\CollectionAggregation.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\Collections.Generic\CollectionAggregation.tt,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\Collections.Generic\DictionaryOfLists.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\Collections.Generic\ForEach.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\Collections.Generic\ICollectionExtensions.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\Collections.Generic\IDictionaryExtensions.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\Collections.Generic\IEnumerableExtensions.cs,33,,,erichewi,rilehudd,,Automated,'c17f26,,,erichewi,'c17f26,rilehudd,'c17f26
SEL\Common\Collections.Generic\IListExtensions.cs,66,,,erichewi,erichewi,9335,No UT Paperwork,'9e56f6,,'4e24f7,rilehudd,'9e56f6,erichewi,'9e56f6
SEL\Common\Collections.Generic\IObservableCollection.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\Collections.Generic\ISortedList.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\Collections.Generic\Misc.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\Collections.Generic\MultiSet.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\Collections.Generic\ObservableList.cs,33,,,erichewi,erichewi,,,'bb97be,,,rilehudd,'bb97be,erichewi,'bb97be
SEL\Common\Collections.Generic\ObservableSortedList.cs,66,,,erichewi,stango,,No UT Paperwork,'3618ef,,'393d77,rilehudd,'3618ef,stango,'3618ef
SEL\Common\Collections.Generic\ObservedLinq.cs,66,,,erichewi,willmorr,,No UT Paperwork,'44dafe,,'97320a,erichewi,'44dafe,willmorr,'44dafe
SEL\Common\Collections.Generic\ReferenceCountedDictionary.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\Collections.Generic\SortedList.cs,33,,,erichewi,stango,,No UT Paperwork,'3618ef,,,rilehudd,'3618ef,stango,'3618ef
SEL\Common\Collections.Generic\TupleList.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\Command.cs,66,,,erichewi,stango,9335,No UT Paperwork,'3148a3,,'5f2a78,rilehudd,'3148a3,stango,'3148a3
SEL\Common\Compare.cs,66,,,erichewi,stango,9335,,'115467,,'1336bc,rilehudd,'115467,stango,'115467
SEL\Common\ComtradeWriter.cs,33,,,erichewi,stango,,No UT Paperwork,'cc7903,,,stango,'cc7903,erichewi,'cc7903
SEL\Common\ConfigFile\ConfigFile.cs,33,,,erichewi,rilehudd,,No UT Paperwork,'6288e5,,,willmorr,'6288e5,rilehudd,'6288e5
SEL\Common\ConfigFile\ConfigFileAttributes.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\Constants.cs,33,,,erichewi,stango,,No UT Paperwork,'79ca7e,,,rilehudd,'79ca7e,stango,'79ca7e
SEL\Common\Converters\NumericConverters.cs,33,,,erichewi,erichewi,,No UT Paperwork,'5bec8f,,,willmorr,'5bec8f,erichewi,'5bec8f
SEL\Common\Converters\SolidColorBrushConverter.cs,33,,,erichewi,stango,,No UT Paperwork,'70aecf,,,willmorr,'70aecf,stango,'70aecf
SEL\Common\CSV2Comtrade.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\CSVReader.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\CSVWriter.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\DataContractSerializer.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\DateTimeUtils.cs,33,,,erichewi,rilehudd,,No UT Paperwork,'4efc9f,,,willmorr,'4efc9f,rilehudd,'4efc9f
SEL\Common\DependantInvoker.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\DerivedCollection.cs,66,,,erichewi,stango,9335,,'63ed68,,'5be5a2,rilehudd,'63ed68,stango,'63ed68
SEL\Common\DerivedProperty.cs,66,,,erichewi,stango,9335,No UT Paperwork,'a4dfd2,,'4394a4,rilehudd,'a4dfd2,stango,'a4dfd2
SEL\Common\DirectoryHelpers.cs,33,,,erichewi,stango,,,'a673e9,,,erichewi,'a673e9,stango,'a673e9
SEL\Common\EnumExtensions.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\ExceptionExtensions.cs,33,,RecSharp-Auto: Moved/Added File 10/3/2014,erichewi,stango,,,'f029b4,,,rilehudd,'f029b4,erichewi,'f029b4
SEL\Common\Extensions.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\FileSystemNameEscaping.cs,33,,,erichewi,stango,,,'f7f4db,,,rilehudd,'f7f4db,stango,'f7f4db
SEL\Common\FileUtil.cs,33,,,erichewi,rilehudd,,No UT Paperwork,'d3b3ca,,,willmorr,'d3b3ca,rilehudd,'d3b3ca
SEL\Common\HashBuilder.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\IirFilter.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\Interval.cs,33,,,erichewi,erichewi,,,'fc7265,,,rilehudd,'fc7265,erichewi,'fc7265
SEL\Common\MathFunctions.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\Math\IirFilter.cs,33,,,erichewi,stango,,No UT Paperwork,'48d06e,,,rilehudd,'48d06e,stango,'48d06e
SEL\Common\Math\MathFunctions.cs,33,,,erichewi,erichewi,,No UT Paperwork,'e82205,,,rilehudd,'e82205,erichewi,'e82205
SEL\Common\Math\Spline\CubicSpline.cs,33,,,erichewi,stango,,Automated,'6714c0,,,erichewi,'6714c0,stango,'6714c0
SEL\Common\Math\Spline\TriDiagonalMatrix.cs,33,,,erichewi,stango,,Automated,'6714c0,,,erichewi,'6714c0,stango,'6714c0
SEL\Common\Math\TransformFunctions.cs,66,,,erichewi,rilehudd,,,'52d905,,'b85f5c,willmorr,'52d905,rilehudd,'52d905
SEL\Common\MemoryMappedIPC.cs,33,,,erichewi,erichewi,,No UT Paperwork,'6fdffa,,,stango,'6fdffa,erichewi,'6fdffa
SEL\Common\ObservableObject.cs,66,,,erichewi,stango,,No UT Paperwork,'816ea4,rilehudd,'816ea4,rilehudd,'816ea4,stango,'816ea4
SEL\Common\PeriodicBackgroundTimer.cs,33,,"Move only, no file content change.",erichewi,stango,,,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\Phasor.cs,33,,,erichewi,willmorr,,,'4e9108,,,stango,'4e9108,willmorr,'4e9108
SEL\Common\PriorityTaskScheduler.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\Processing.cs,33,,,erichewi,stango,,Automated,'24ead3,,,erichewi,'24ead3,rilehudd,'24ead3
SEL\Common\ProductIdentification.cs,33,,,erichewi,willmorr,,No UT Paperwork,'8db35c,,,rilehudd,'8db35c,willmorr,'8db35c
SEL\Common\Properties\AssemblyInfo.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\ReflectionHelpers.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\RepeatedEventLogEntryFilter.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\SecurityUtil.cs,33,,,erichewi,stango,,No UT Paperwork,'eb45f9,,,rilehudd,'eb45f9,stango,'eb45f9
SEL\Common\SEL.Common.sln.DotSettings,66,,,erichewi,stango,,No UT Paperwork,'260491,rilehudd,'260491,rilehudd,'260491,stango,'260491
SEL\Common\StringEscaping.cs,33,,,erichewi,erichewi,,No UT Paperwork,'37feaa,,,willmorr,'37feaa,erichewi,'37feaa
SEL\Common\StringExtensions.cs,33,,,erichewi,erichewi,,No UT Paperwork,'47a314,,,rilehudd,'47a314,erichewi,'47a314
SEL\Common\TypeExtensions.cs,66,,,erichewi,stango,9335,Automated,'266d7d,,'47531d,rilehudd,'266d7d,stango,'266d7d
SEL\Common\WeakEventListener.cs,33,,,erichewi,stango,,No UT Paperwork,'6eb69e,,,erichewi,'6eb69e,stango,'6eb69e
SEL\Common\WebServices\WebServiceGeneration.tt,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\WebServices\WebServiceGenerator.tt,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\Common\XmlSerializer.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\MathLib\FilterTaps.cs,33,,Moved file only.,erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\MathLib\ModalAnalysis.cs,33,,Move and using statements only.,erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\MathLib\NMathExtensions.cs,33,,Namespace change only.,erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\MathLib\Prony.cs,33,,Move and using statements only.,erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\MathLib\Properties\AssemblyInfo.cs,33,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
SEL\MathLib\Types.cs,33,,Move and using statements only.,erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee
Setup\CustomActions\ConfigAndDatabaseUpgrade.cs,66,,,erichewi,stango,,,'05f445,,'e0cdcd,ericball,'05f445,stango,'05f445
Setup\CustomActions\CustomAction.config,33,,"Approved on previous release, converting to new RecSharp format.",erichewi,stango,,None.,'41e093,,,erichewi,'41e093,erichewi,'41e093
Setup\CustomActions\Properties\AssemblyInfo.cs,33,,"Approved on previous release, converting to new RecSharp format.",erichewi,stango,,None.,'41e093,,,erichewi,'41e093,erichewi,'41e093
Setup\CustomActions\SEL SynchroWAVe Config 1 to 1.5.xslt,33,,"Approved on previous release, converting to new RecSharp format.",erichewi,stango,,None.,'0e4bed,,,erichewi,'0e4bed,erichewi,'0e4bed
Setup\CustomActions\SEL SynchroWAVe Config 1.5 to 1.6.xslt,33,,"Approved on previous release, converting to new RecSharp format.",erichewi,stango,,None.,'8777a8,,,erichewi,'8777a8,erichewi,'8777a8
Setup\CustomActions\SEL SynchroWAVe Config 1.6 to 1.7.xslt,66,,,erichewi,stango,,,'05f445,ericball,'05f445,ericball,'05f445,stango,'05f445
